BA;PROS;90900;DAVID SILVA RIOS;DR. DAVID RIOS;Deputado Estadual;Apto;Deferido
SP;PPS;23123;DAVID ZAIA;DAVI ZAIA;Deputado Estadual;Apto;Deferido
MG;PR;22100;DEIR� MOREIRA MARRA;DEIR� MARRA;Deputado Estadual;Apto;Deferido
RJ;PTN;19456;DEODALTO JOSE FERREIRA;DR. DEODALTO;Deputado Estadual;Apto;Deferido
AM;PDT;12222;DERMILSON CARVALHO DAS CHAGAS;DERMILSON CHAGAS;Deputado Estadual;Apto;Deferido
PR;PSC;20410;DEVANIL REGINALDO DA SILVA;COBRA REPORTER;Deputado Estadual;Apto;Deferido
RR;PSL;17258;DHIEGO COELHO FOGA�A;DHIEGO COELHO;Deputado Estadual;Apto;Deferido
GO;PSD;55333;DIEGO VAZ SORGATTO;DIEGO SORGATTO;Deputado Estadual;Apto;Deferido
MT;DEM;25125;DILMAR DAL BOSCO;DILMAR DALBOSCO;Deputado Estadual;Apto;Deferido
MG;PTB;14190;DILZON LUIZ DE MELO;DILZON MELO;Deputado Estadual;Apto;Deferido
PB;PSDB;45245;DINALDO MEDEIROS WANDERLEY FILHO;DINALDINHO;Deputado Estadual;Apto;Deferido
RS;PDT;12456;DIOGENES LUIS BASEGIO;DR BASEGIO;Deputado Estadual;Apto;Deferido
PE;PSB;40100;DIOGO CAS� MORAES;DIOGO MORAES;Deputado Estadual;Apto;Deferido
RJ;PP;11111;DION�SIO DE SOUZA LINS;DION�SIO LINS;Deputado Estadual;Apto;Deferido
SC;PMDB;15234;DIRCE APARECIDA HEIDERSCHEIDT;DIRCE HEIDERSCHEIDT;Deputado Estadual;Apto;Deferido
MG;PHS;31111;DIRCEU DOS SANTOS RIBEIRO;DIRCEU RIBEIRO;Deputado Estadual;Apto;Deferido
SC;PT;13450;DIRCEU LUIZ DRESCH;DIRCEU DRESCH;Deputado Estadual;Apto;Deferido
PA;PT;13133;DIRCEU TEN CATEN PIES;DIRCEU TEN CATEN;Deputado Estadual;Apto;Deferido
PA;PRB;10147;DIVINO DOS SANTOS;DIVINO;Deputado Estadual;Apto;Deferido
RJ;PMDB;15101;DOMINGOS INACIO BRAZ�O;DOMINGOS BRAZ�O;Deputado Estadual;Apto;Deferido
MG;PT;13139;DURVAL �NGELO ANDRADE;DURVAL �NGELO;Deputado Estadual;Apto;Deferido
AC;PSDC;27000;EBER SILVA MACHADO;EBER MACHADO;Deputado Estadual;Apto;Deferido
MA;PV;43333;EDILAZIO GOMES DA SILVA JUNIOR;EDILAZIO;Deputado Estadual;Apto;Deferido
